Sensing Range,Communication Range,Total Nodes,Unconnected Nodes,Intruder Distance Traveled,Detection Time,Total Detections,Transmit Distance,Transmit Hops to Base
15.0,7.5,400,400.0,1000.0,30443559,0,0,0,400
17.0,8.5,400,400.0,1000.0,30129053,0,0,0,400
19.0,9.5,400,400.0,1000.0,30083845,0,0,0,400
21.0,10.5,400,400.0,1000.0,30169959,0,0,0,400
23.0,11.5,400,400.0,1000.0,30164174,0,0,0,400
25.0,12.5,400,400.0,1000.0,30106793,0,0,0,400
27.0,13.5,400,400.0,1000.0,30123732,0,0,0,400
29.0,14.5,400,400.0,1000.0,30049380,0,0,0,400
31.0,15.5,400,400.0,1000.0,30130021,0,0,0,400
33.0,16.5,400,400.0,1000.0,30170788,0,0,0,400
35.0,17.5,400,400.0,1000.0,30146035,0,0,0,400
37.0,18.5,400,400.0,1000.0,30240113,0,0,0,400
39.0,19.5,400,400.0,1000.0,30160182,0,0,0,400
41.0,20.5,400,400.0,1000.0,30145851,0,0,0,400
43.0,21.5,400,400.0,1000.0,30263117,0,0,0,400
45.0,22.5,400,400.0,1000.0,30218828,0,0,0,400
47.0,23.5,400,400.0,1000.0,30208269,0,0,0,400
49.0,24.5,400,400.0,1000.0,30235710,0,0,0,400
51.0,25.5,400,400.0,1000.0,30193643,0,0,0,400
53.0,26.5,400,400.0,1000.0,30386335,0,0,0,400
55.0,27.5,400,400.0,1000.0,30414073,0,0,0,400
57.0,28.5,400,400.0,1000.0,30219386,0,0,0,400
59.0,29.5,400,400.0,1000.0,30277052,0,0,0,400
61.0,30.5,400,400.0,1000.0,30259651,0,0,0,400
63.0,31.5,400,400.0,1000.0,30300143,0,0,0,400
65.0,32.5,400,400.0,1000.0,30284373,0,0,0,400
67.0,33.5,400,400.0,1000.0,30340822,0,0,0,400
69.0,34.5,400,400.0,1000.0,30512200,0,0,0,400
71.0,35.5,400,398.0,983.243,29800949,200,35.70889244992051,1,400
73.0,36.5,400,398.0,982.439,29881263,204,35.701960030497105,1,400
75.0,37.5,400,398.0,982.446,29776461,197,36.25268269027464,1,400
15.0,9.0,400,400.0,1000.0,30057507,0,0,0,400
17.0,10.200001,400,400.0,1000.0,29992015,0,0,0,400
19.0,11.400001,400,400.0,1000.0,30020193,0,0,0,400
21.0,12.6,400,400.0,1000.0,30013935,0,0,0,400
23.0,13.8,400,400.0,1000.0,30162443,0,0,0,400
25.0,15.000001,400,400.0,1000.0,30038938,0,0,0,400
27.0,16.2,400,400.0,1000.0,30119740,0,0,0,400
29.0,17.400002,400,400.0,1000.0,30131087,0,0,0,400
31.0,18.6,400,400.0,1000.0,30339618,0,0,0,400
33.0,19.800001,400,400.0,1000.0,30439609,0,0,0,400
35.0,21.0,400,400.0,1000.0,30098001,0,0,0,400
37.0,22.2,400,400.0,1000.0,30125239,0,0,0,400
39.0,23.400002,400,400.0,1000.0,30198195,0,0,0,400
41.0,24.6,400,400.0,1000.0,30150417,0,0,0,400
43.0,25.800001,400,400.0,1000.0,30143702,0,0,0,400
45.0,27.000002,400,400.0,1000.0,30210756,0,0,0,400
47.0,28.2,400,400.0,1000.0,30203112,0,0,0,400
49.0,29.400002,400,400.0,1000.0,30249593,0,0,0,400
51.0,30.6,400,400.0,1000.0,30139382,0,0,0,400
53.0,31.800001,400,400.0,1000.0,30255296,0,0,0,400
55.0,33.0,400,400.0,1000.0,30318321,0,0,0,400
57.0,34.2,400,400.0,1000.0,30193689,0,0,0,400
59.0,35.4,400,398.0,988.235,29957943,158,35.802874996787146,1,400
61.0,36.600002,400,398.0,986.354,29868504,181,35.94133915423324,1,400
63.0,37.800003,400,398.0,985.829,29861581,185,35.35533905932726,1,400
65.0,39.0,400,398.0,984.855,29897553,191,35.35533905932725,1,400
67.0,40.2,400,398.0,986.397,29966476,171,35.562095428095276,1,400
69.0,41.4,400,398.0,985.176,29837708,182,35.938119373492,1,400
71.0,42.600002,400,398.0,981.472,30105813,220,35.355339059327214,1,400
73.0,43.800003,400,398.0,983.941,29899067,190,35.91358125500084,1,400
75.0,45.0,400,398.0,982.69,29913132,201,35.355339059327235,1,400
15.0,10.500001,400,400.0,1000.0,30039902,0,0,0,400
17.0,11.900001,400,400.0,1000.0,30010457,0,0,0,400
19.0,13.300001,400,400.0,1000.0,30011052,0,0,0,400
21.0,14.700001,400,400.0,1000.0,30013908,0,0,0,400
23.0,16.1,400,400.0,1000.0,30175561,0,0,0,400
25.0,17.500002,400,400.0,1000.0,30067102,0,0,0,400
27.0,18.900002,400,400.0,1000.0,30156884,0,0,0,400
29.0,20.300001,400,400.0,1000.0,30060080,0,0,0,400
31.0,21.7,400,400.0,1000.0,30139898,0,0,0,400
33.0,23.100002,400,400.0,1000.0,30012695,0,0,0,400
35.0,24.500002,400,400.0,1000.0,30093927,0,0,0,400
37.0,25.900002,400,400.0,1000.0,30049155,0,0,0,400
39.0,27.300001,400,400.0,1000.0,30167545,0,0,0,400
41.0,28.700003,400,400.0,1000.0,30117061,0,0,0,400
43.0,30.100002,400,400.0,1000.0,30112577,0,0,0,400
45.0,31.500002,400,400.0,1000.0,30123783,0,0,0,400
47.0,32.9,400,400.0,1000.0,30153199,0,0,0,400
49.0,34.300003,400,400.0,1000.0,30479922,0,0,0,400
51.0,35.7,400,398.0,988.958,29866758,164,35.35533905932729,1,400
53.0,37.100002,400,398.0,989.315,29991443,155,35.58343802100039,1,400
55.0,38.500004,400,398.0,989.129,29907901,152,35.35533905932732,1,400
57.0,39.9,400,398.0,989.498,29970422,143,35.602579192609355,1,400
59.0,41.300003,400,398.0,988.796,29870878,154,35.58491918308918,1,400
61.0,42.700005,400,398.0,986.221,29847501,183,35.74173620751663,1,400
63.0,44.100002,400,398.0,987.151,29857787,170,35.77128422473113,1,400
65.0,45.500004,400,398.0,986.82,29955738,168,35.355339059327285,1,400
67.0,46.9,400,398.0,985.599,29818187,179,35.5528549199939,1,400
69.0,48.300003,400,398.0,984.036,30314498,194,35.7198270908667,1,400
71.0,49.700005,400,398.0,984.891,30236391,181,35.94133915423324,1,400
73.0,51.100002,400,0.0,1.0,180500,1000,3227.679085374268,65,400
75.0,52.500004,400,0.0,1.0,189059,1000,3844.8467043976298,77,400
15.0,12.000001,400,400.0,1000.0,30230787,0,0,0,400
17.0,13.600001,400,400.0,1000.0,30029990,0,0,0,400
19.0,15.200002,400,400.0,1000.0,30036241,0,0,0,400
21.0,16.800001,400,400.0,1000.0,30069610,0,0,0,400
23.0,18.400002,400,400.0,1000.0,30007658,0,0,0,400
25.0,20.000002,400,400.0,1000.0,29951489,0,0,0,400
27.0,21.600002,400,400.0,1000.0,30407304,0,0,0,400
29.0,23.200003,400,400.0,1000.0,30241623,0,0,0,400
31.0,24.800003,400,400.0,1000.0,30166987,0,0,0,400
33.0,26.400002,400,400.0,1000.0,30078150,0,0,0,400
35.0,28.000002,400,400.0,1000.0,29972637,0,0,0,400
37.0,29.600002,400,400.0,1000.0,30108982,0,0,0,400
39.0,31.200003,400,400.0,1000.0,30054777,0,0,0,400
41.0,32.800003,400,400.0,1000.0,30088699,0,0,0,400
43.0,34.4,400,400.0,1000.0,30124676,0,0,0,400
45.0,36.000004,400,398.0,991.431,29810715,138,35.61153716845291,1,400
47.0,37.600002,400,398.0,991.283,29859959,137,35.355339059327356,1,400
49.0,39.200005,400,398.0,990.911,29880838,135,35.87912186020628,1,400
51.0,40.800003,400,398.0,990.502,29914185,142,35.8533015812897,1,400
53.0,42.400005,400,398.0,989.842,30015357,149,35.35533905932733,1,400
55.0,44.000004,400,398.0,989.057,29924863,154,35.355339059327314,1,400
57.0,45.600002,400,398.0,988.605,29919812,160,35.5763099284481,1,400
59.0,47.200005,400,398.0,987.708,29879981,167,35.567047676449015,1,400
61.0,48.800003,400,398.0,986.836,29911591,172,35.766447653040395,1,400
63.0,50.400005,400,0.0,1.0,172757,1000,2715.2823555959785,54,400
65.0,52.000004,400,0.0,1.0,204438,1000,2826.932534162842,57,400
67.0,53.600006,400,0.0,1.0,196343,1000,2963.109489425005,59,400
69.0,55.200005,400,0.0,1.0,197918,1000,2980.9691088327722,60,400
71.0,56.800007,400,0.0,1.0,200948,1000,3115.8153029104697,63,400
73.0,58.400005,400,0.0,1.0,217567,1000,3247.6447707992156,65,400
75.0,60.000004,400,0.0,1.0,191972,1000,3873.6952325350553,78,400
15.0,13.500002,400,400.0,1000.0,30564102,0,0,0,400
17.0,15.300001,400,400.0,1000.0,29984901,0,0,0,400
19.0,17.100002,400,400.0,1000.0,30075536,0,0,0,400
21.0,18.900002,400,400.0,1000.0,30102116,0,0,0,400
23.0,20.700003,400,400.0,1000.0,30092540,0,0,0,400
25.0,22.500002,400,400.0,1000.0,30029462,0,0,0,400
27.0,24.300003,400,400.0,1000.0,30005226,0,0,0,400
29.0,26.100002,400,400.0,1000.0,30114294,0,0,0,400
31.0,27.900003,400,400.0,1000.0,30087483,0,0,0,400
33.0,29.700003,400,400.0,1000.0,30173015,0,0,0,400
35.0,31.500004,400,400.0,1000.0,30011537,0,0,0,400
37.0,33.300003,400,400.0,1000.0,30145072,0,0,0,400
39.0,35.100002,400,400.0,1000.0,30088045,0,0,0,400
41.0,36.900005,400,398.0,992.106,29905523,132,35.89102601477171,1,400
43.0,38.700005,400,398.0,991.889,29909448,133,35.35533905932737,1,400
45.0,40.500004,400,398.0,990.547,29850465,151,35.589480377601014,1,400
47.0,42.300003,400,398.0,989.251,29917448,166,35.35533905932729,1,400
49.0,44.100006,400,398.0,990.163,29825374,150,35.59104131972284,1,400
51.0,45.900005,400,398.0,989.687,29919286,154,35.355339059327314,1,400
53.0,47.700005,400,398.0,989.879,30236563,146,35.355339059327335,1,400
55.0,49.500004,400,398.0,988.969,29981545,159,35.35533905932731,1,400
57.0,51.300007,400,0.0,1.0,166753,1000,2439.0142315092853,49,400
59.0,53.100006,400,0.0,1.0,188010,1000,2545.6436993980333,51,400
61.0,54.900005,400,0.0,1.0,198866,1000,2607.8357304197066,52,400
63.0,56.700005,400,0.0,1.0,193654,1000,2713.905578900686,54,400
65.0,58.500008,400,0.0,1.0,199158,1000,2830.584006025422,57,400
67.0,60.300007,400,0.0,1.0,195131,1000,2912.780631201695,58,400
69.0,62.100006,400,0.0,1.0,193373,1000,3010.954033073259,60,400
71.0,63.900005,400,0.0,1.0,182890,1000,3115.5607087558715,63,400
73.0,65.700005,400,0.0,1.0,196354,1000,3235.2962426617933,65,400
75.0,67.50001,400,0.0,1.0,196509,1000,3848.0234810929305,77,400
15.0,15.000002,400,400.0,1000.0,31241049,0,0,0,400
17.0,17.000002,400,400.0,1000.0,30011438,0,0,0,400
19.0,19.000002,400,400.0,1000.0,30011409,0,0,0,400
21.0,21.000002,400,400.0,1000.0,30060410,0,0,0,400
23.0,23.000002,400,400.0,1000.0,30044355,0,0,0,400
25.0,25.000004,400,400.0,1000.0,30107443,0,0,0,400
27.0,27.000004,400,400.0,1000.0,30079164,0,0,0,400
29.0,29.000004,400,400.0,1000.0,30141067,0,0,0,400
31.0,31.000004,400,400.0,1000.0,30110223,0,0,0,400
33.0,33.000004,400,400.0,1000.0,30151067,0,0,0,400
35.0,35.000004,400,400.0,1000.0,30276868,0,0,0,400
37.0,37.000004,400,398.0,993.88,29976730,111,35.673855627429475,1,400
39.0,39.000004,400,398.0,993.313,30333812,117,35.35533905932742,1,400
41.0,41.000004,400,398.0,992.17,29878732,134,35.61918487320294,1,400
43.0,43.000004,400,398.0,991.925,29942565,133,35.35533905932737,1,400
45.0,45.000004,400,398.0,990.644,30017210,154,35.81449930685104,1,400
47.0,47.000004,400,398.0,991.649,29961734,130,35.35533905932738,1,400
49.0,49.000008,400,398.0,989.838,29905446,152,35.35533905932732,1,400
51.0,51.000008,400,0.0,1.0,135413,1000,2114.7986200491546,42,400
53.0,53.000008,400,0.0,1.0,185788,1000,2216.336666581672,44,400
55.0,55.000008,400,0.0,1.0,182494,1000,2320.6236723501866,46,400
57.0,57.000008,400,0.0,1.0,197898,1000,2400.948546084336,48,400
59.0,59.000008,400,0.0,1.0,178898,1000,2510.4476838871947,50,400
61.0,61.000008,400,0.0,1.0,203840,1000,2619.8514158446546,53,400
63.0,63.000008,400,0.0,1.0,187297,1000,2703.4813148319718,54,400
65.0,65.00001,400,0.0,1.0,203061,1000,2822.1996914503698,57,400
67.0,67.00001,400,0.0,1.0,196662,1000,2903.3917224720403,58,400
69.0,69.00001,400,0.0,1.0,197875,1000,3015.7015204466757,61,400
71.0,71.00001,400,0.0,1.0,163353,1000,2810.9864687924373,51,400
73.0,73.00001,400,0.0,1.0,169482,1000,2913.5772677928744,53,400
75.0,75.00001,400,0.0,1.0,168897,1000,3512.652195367645,64,400
15.0,16.500002,400,400.0,1000.0,32770567,0,0,0,400
17.0,18.700003,400,400.0,1000.0,30113054,0,0,0,400
19.0,20.900003,400,400.0,1000.0,30129562,0,0,0,400
21.0,23.100002,400,400.0,1000.0,29967560,0,0,0,400
23.0,25.300003,400,400.0,1000.0,30216923,0,0,0,400
25.0,27.500004,400,400.0,1000.0,30121134,0,0,0,400
27.0,29.700005,400,400.0,1000.0,30076713,0,0,0,400
29.0,31.900003,400,400.0,1000.0,30590686,0,0,0,400
31.0,34.100006,400,400.0,1000.0,30149625,0,0,0,400
33.0,36.300003,400,398.0,993.277,29890081,128,35.355339059327385,1,400
35.0,38.500004,400,398.0,993.516,30069740,120,35.6499668848218,1,400
37.0,40.700005,400,398.0,992.86,29969412,129,35.355339059327385,1,400
39.0,42.900005,400,398.0,992.436,29911325,132,35.35533905932737,1,400
41.0,45.100006,400,398.0,991.461,29937708,145,36.330658757515664,1,400
43.0,47.300007,400,398.0,991.916,29947161,133,35.35533905932737,1,400
45.0,49.500008,400,398.0,990.84,30085757,147,35.595851569935,1,400
47.0,51.70001,400,0.0,1.0,112378,1000,1929.295319190252,39,400
49.0,53.900005,400,0.0,1.0,153118,1000,2015.9398628385172,40,400
51.0,56.100006,400,0.0,1.0,167192,1000,2119.2986200491555,42,400
53.0,58.300007,400,0.0,1.0,159399,1000,2234.765955903554,45,400
55.0,60.500008,400,0.0,1.0,152337,1000,2333.1625810798387,47,400
57.0,62.70001,400,0.0,1.0,162260,1000,2422.8935208311655,49,400
59.0,64.90001,400,0.0,1.0,158274,1000,2563.9326081276895,51,400
61.0,67.100006,400,0.0,1.0,163454,1000,2629.9549692352484,53,400
63.0,69.30001,400,0.0,1.0,163604,1000,2758.1844371239954,55,400
65.0,71.50001,400,0.0,1.0,158830,1000,2586.927724272156,47,400
67.0,73.70001,400,0.0,1.0,169257,1000,2622.7295226312467,48,400
69.0,75.90001,400,0.0,1.0,171735,1000,2724.2098706640118,50,400
71.0,78.10001,400,0.0,1.0,170232,1000,2775.584565831291,51,400
73.0,80.30001,400,0.0,1.0,174164,1000,2880.7941466282796,50,400
75.0,82.50001,400,0.0,1.0,171352,1000,3508.5568769469073,61,400
15.0,18.000002,400,400.0,1000.0,35511050,0,0,0,400
17.0,20.400003,400,400.0,1000.0,32747573,0,0,0,400
19.0,22.800003,400,400.0,1000.0,32104399,0,0,0,400
21.0,25.200003,400,400.0,1000.0,30123660,0,0,0,400
23.0,27.600004,400,400.0,1000.0,30474435,0,0,0,400
25.0,30.000004,400,400.0,1000.0,29994465,0,0,0,400
27.0,32.400005,400,400.0,1000.0,30259014,0,0,0,400
29.0,34.800003,400,400.0,1000.0,30181998,0,0,0,400
31.0,37.200005,400,398.0,994.161,29950740,115,35.35533905932743,1,400
33.0,39.600006,400,398.0,993.682,30017329,121,35.64753194411524,1,400
35.0,42.000008,400,398.0,994.326,29950900,106,35.35533905932743,1,400
37.0,44.400005,400,398.0,992.078,30004336,143,35.849819325891346,1,400
39.0,46.800007,400,398.0,992.7,29964608,130,35.35533905932738,1,400
41.0,49.20001,400,398.0,992.43,29976227,127,35.63372755585752,1,400
43.0,51.600006,400,0.0,1.0,114325,1000,1677.017144597195,33,400
45.0,54.000008,400,0.0,1.0,132156,1000,1801.179455198427,36,400
47.0,56.40001,400,0.0,1.0,146046,1000,1915.2089230871838,38,400
49.0,58.800007,400,0.0,1.0,139823,1000,2024.5141269072294,40,400
51.0,61.20001,400,0.0,1.0,140653,1000,2106.821843353858,42,400
53.0,63.60001,400,0.0,1.0,146862,1000,2240.130600564496,45,400
55.0,66.00001,400,0.0,1.0,143065,1000,2321.250449045483,46,400
57.0,68.40001,400,0.0,1.0,144475,1000,2419.43138879681,48,400
59.0,70.80001,400,0.0,1.0,145412,1000,2275.5651558827153,41,400
61.0,73.20001,400,0.0,1.0,133486,1000,2359.020821438557,43,400
63.0,75.60001,400,0.0,1.0,141683,1000,2459.671209209538,45,400
65.0,78.00001,400,0.0,1.0,146226,1000,2523.401422003012,46,400
67.0,80.40001,400,0.0,1.0,140591,1000,2645.284060107466,46,400
69.0,82.80001,400,0.0,1.0,146665,1000,2693.3500197570647,47,400
71.0,85.20001,400,0.0,1.0,140566,1000,2768.4568552974906,48,400
73.0,87.60001,400,0.0,1.0,138028,1000,2881.117952806659,50,400
75.0,90.000015,400,0.0,1.0,158847,1000,3436.7521765180277,60,400
15.0,19.500004,400,400.0,1000.0,33682991,0,0,0,400
17.0,22.100002,400,400.0,1000.0,30486212,0,0,0,400
19.0,24.700005,400,400.0,1000.0,33167559,0,0,0,400
21.0,27.300003,400,400.0,1000.0,32959957,0,0,0,400
23.0,29.900005,400,400.0,1000.0,32569369,0,0,0,400
25.0,32.500004,400,400.0,1000.0,32619146,0,0,0,400
27.0,35.100006,400,400.0,1000.0,31877631,0,0,0,400
29.0,37.700005,400,398.0,995.329,30003418,98,35.35533905932743,1,400
31.0,40.300007,400,398.0,993.718,29950269,126,35.35533905932739,1,400
33.0,42.900005,400,398.0,994.393,29973363,108,35.68270330987676,1,400
35.0,45.500008,400,398.0,993.267,30070618,123,35.3553390593274,1,400
37.0,48.100006,400,398.0,993.255,29977559,122,35.355339059327406,1,400
39.0,50.70001,400,0.0,1.0,110240,1000,1484.3456456867589,30,400
41.0,53.300007,400,0.0,1.0,111155,1000,1613.716534931755,32,400
43.0,55.90001,400,0.0,1.0,123868,1000,1706.404581464273,34,400
45.0,58.500008,400,0.0,1.0,140045,1000,1816.4658513014947,36,400
47.0,61.10001,400,0.0,1.0,147728,1000,1860.7214862201065,37,400
49.0,63.70001,400,0.0,1.0,144931,1000,2020.4116142806442,40,400
51.0,66.30001,400,0.0,1.0,147466,1000,2141.0410821694013,43,400
53.0,68.90001,400,0.0,1.0,149978,1000,2232.21344327697,45,400
55.0,71.50001,400,0.0,1.0,130433,1000,2107.400062176334,38,400
57.0,74.10001,400,0.0,1.0,137128,1000,2191.246034359583,40,400
59.0,76.70001,400,0.0,1.0,132085,1000,2280.2410397436443,42,400
61.0,79.30001,400,0.0,1.0,137107,1000,2323.330758708957,40,400
63.0,81.90001,400,0.0,1.0,129727,1000,2427.8770158639472,42,400
65.0,84.500015,400,0.0,1.0,129070,1000,2528.998520192687,44,400
67.0,87.10001,400,0.0,1.0,131839,1000,2630.199048030718,46,400
69.0,89.70001,400,0.0,1.0,126031,1000,2672.426506052452,47,400
71.0,92.30001,400,0.0,1.0,131220,1000,2774.871510444345,48,400
73.0,94.90002,400,0.0,1.0,131019,1000,2901.343032260014,51,400
75.0,97.500015,400,0.0,1.0,130255,1000,3487.429530758212,61,400
15.0,21.000004,400,400.0,1000.0,33502698,0,0,0,400
17.0,23.800003,400,400.0,1000.0,31835262,0,0,0,400
19.0,26.600004,400,400.0,1000.0,30775349,0,0,0,400
21.0,29.400005,400,400.0,1000.0,30525970,0,0,0,400
23.0,32.200005,400,400.0,1000.0,30672500,0,0,0,400
25.0,35.000004,400,400.0,1000.0,30594649,0,0,0,400
27.0,37.800007,400,398.0,995.116,30471212,105,35.35533905932743,1,400
